Music,Private Room,Music Played,Mood,Music Genre
BE,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
S1,Room2,yes,Sad,S1
LI,Room2,yes,Neutral,1
H0,Room2,yes,Happy,H0
HU,Room2,yes,Happy,3
HU,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Sad,H0
H0,Room2,yes,Sad,H0
AI,Room2,yes,Sad,3
S1,Room2,yes,Happy,S1
ME,Room2,yes,Happy,1
WW,Room2,yes,Happy,2
S1,Room2,yes,Happy,S1
H0,Room2,yes,Happy,H0
S1,Room2,yes,Neutral,S1
H0,Room2,yes,Neutral,H0
NN,Room2,yes,Neutral,1
BT,Room2,yes,Neutral,1
W1,Room2,yes,Happy,W1
AU,Room2,yes,Happy,2
LO,Room2,yes,Sad,3
ME,Room2,yes,Happy,1
RG,Room2,yes,Happy,2
PW,Room2,yes,Neutral,1
AL,Room2,yes,Neutral,3
H0,Room2,yes,Neutral,H0
W1,Room2,yes,Sad,W1
LG,Room2,yes,Sad,3
ED,Room2,yes,Happy,1
WW,Room2,yes,Happy,2
S1,Room2,yes,Sad,S1
ME,Room2,yes,Sad,1
S1,Room2,yes,Happy,S1
DA,Room2,yes,Sad,3
EG,Room2,yes,Happy,3
ED,Room2,yes,Sad,1
RG,Room2,yes,Sad,2
HE,Room2,yes,Happy,2
RG,Room2,yes,Sad,2
NO,Room2,yes,Happy,3
MM,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
AL,Room2,yes,Neutral,3
UP,Room2,yes,Happy,1
NN,Room2,yes,Happy,1
BT,Room2,yes,Neutral,1
S1,Room2,yes,Happy,S1
,Room2,yes,Happy,
DU,Room2,yes,Happy,3
EG,Room2,yes,Neutral,3
NO,Room2,yes,Sad,3
AL,Room2,yes,Sad,3
NN,Room2,yes,Happy,1
NN,Room2,yes,Sad,1
NN,Room2,yes,Happy,1
NN,Room2,yes,Sad,1
LI,Room2,yes,Happy,1
NO,Room2,yes,Neutral,3
MT,Room2,yes,Happy,3
NO,Room2,yes,Neutral,3
MT,Room2,yes,Sad,3
MT,Room2,yes,Sad,3
MT,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
LI,Room2,yes,Sad,1
DA,Room2,yes,Sad,3
RO,Room2,yes,Happy,3
DA,Room2,yes,Sad,3
HU,Room2,yes,Sad,3
BP,Room2,yes,Sad,2
S1,Room2,yes,Happy,S1
VO,Room2,yes,Happy,2
WA,Room2,yes,Sad,3
WA,Room2,yes,Neutral,3
PW,Room2,yes,Happy,1
EG,Room2,yes,Sad,3
RO,Room2,yes,Sad,3
AL,Room2,yes,Sad,3
BU,Room2,yes,Sad,3
BZ,Room2,yes,Sad,3
WT,Room2,yes,Happy,1
EG,Room2,yes,Sad,3
CN,Room2,yes,Sad,2
H0,Room2,yes,Happy,H0
H0,Room2,yes,Sad,H0
H0,Room2,yes,Sad,H0
LG,Room2,yes,Sad,3
LI,Room2,yes,Neutral,1
IN,Room2,yes,Happy,3
AV,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
H0,Room2,yes,Happy,H0
W1,Room2,yes,Happy,W1
WA,Room2,yes,Neutral,3
AI,Room2,yes,Happy,3
PW,Room2,yes,Neutral,1
LI,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
BZ,Room2,yes,Neutral,3
MT,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
BU,Room2,yes,Happy,3
EG,Room2,yes,Sad,3
NO,Room2,yes,Happy,3
AV,Room2,yes,Happy,2
H0,Room2,yes,Neutral,H0
PW,Room2,yes,Neutral,1
AL,Room2,yes,Sad,3
SC,Room2,yes,Neutral,2
SO,Room2,yes,Happy,2
AI,Room2,yes,Happy,3
RO,Room2,yes,Happy,3
NN,Room2,yes,Happy,1
BE,Room2,yes,Happy,3
EG,Room2,yes,Sad,3
LB,Room2,yes,Happy,1
IN,Room2,yes,Sad,3
W1,Room2,yes,Sad,W1
AI,Room2,yes,Happy,3
LG,Room2,yes,Neutral,3
NP,Room2,yes,Sad,2
WW,Room2,yes,Happy,2
W1,Room2,yes,Happy,W1
H0,Room2,yes,Happy,H0
LI,Room2,yes,Sad,1
H0,Room2,yes,Happy,H0
NN,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
KI,Room2,yes,Neutral,3
EG,Room2,yes,Happy,3
S1,Room2,yes,Happy,S1
H0,Room2,yes,Sad,H0
OR,Room2,yes,Neutral,3
PW,Room2,yes,Sad,1
LG,Room2,yes,Happy,3
JE,Room2,yes,Sad,3
LG,Room2,yes,Neutral,3
NP,Room2,yes,Happy,2
NN,Room2,yes,Neutral,1
BU,Room2,yes,Sad,3
CH,Room2,yes,Happy,3
BL,Room2,yes,Sad,3
S1,Room2,yes,Sad,S1
LB,Room2,yes,Sad,1
AL,Room2,yes,Sad,3
RO,Room2,yes,Neutral,3
S1,Room2,yes,Sad,S1
BZ,Room2,yes,Happy,3
JE,Room2,yes,Happy,3
MA,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
SC,Room2,yes,Sad,2
BU,Room2,yes,Sad,3
LV,Room2,yes,Sad,2
BU,Room2,yes,Neutral,3
BZ,Room2,yes,Sad,3
PW,Room2,yes,Neutral,1
H0,Room2,yes,Happy,H0
S1,Room2,yes,Happy,S1
RO,Room2,yes,Happy,3
BE,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
UP,Room2,yes,Neutral,1
H0,Room2,yes,Sad,H0
HE,Room2,yes,Happy,2
WY,Room2,yes,Sad,2
H0,Room2,yes,Happy,H0
LI,Room2,yes,Sad,1
CN,Room2,yes,Neutral,2
CL,Room2,yes,Sad,2
LG,Room2,yes,Sad,3
AL,Room2,yes,Sad,3
BL,Room2,yes,Happy,3
HU,Room2,yes,Sad,3
OR,Room2,yes,Sad,3
NO,Room2,yes,Sad,3
OR,Room2,yes,Sad,3
AL,Room2,yes,Happy,3
RS,Room2,yes,Happy,3
JE,Room2,yes,Sad,3
HE,Room2,yes,Neutral,2
HE,Room2,yes,Sad,2
HE,Room2,yes,Sad,2
DU,Room2,yes,Happy,3
LG,Room2,yes,Sad,3
AI,Room2,yes,Sad,3
RO,Room2,yes,Neutral,3
RO,Room2,yes,Sad,3
LI,Room2,yes,Happy,1
S1,Room2,yes,Sad,S1
S1,Room2,yes,Neutral,S1
H0,Room2,yes,Neutral,H0
LV,Room2,yes,Happy,2
NO,Room2,yes,Happy,3
CH,Room2,yes,Neutral,3
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Sad,H0
LG,Room2,yes,Sad,3
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Happy,H0
LG,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
LB,Room2,yes,Neutral,1
MA,Room2,yes,Sad,3
S1,Room2,yes,Happy,S1
LB,Room2,yes,Happy,1
BT,Room2,yes,Sad,1
UP,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Sad,H0
LV,Room2,yes,Happy,2
RM,Room2,yes,Neutral,3
LI,Room2,yes,Neutral,1
H0,Room2,yes,Happy,H0
W1,Room2,yes,Happy,W1
PW,Room2,yes,Sad,1
UP,Room2,yes,Happy,1
S1,Room2,yes,Happy,S1
BU,Room2,yes,Neutral,3
NO,Room2,yes,Happy,3
LO,Room2,yes,Neutral,3
BT,Room2,yes,Neutral,1
WA,Room2,yes,Neutral,3
DU,Room2,yes,Sad,3
GM,Room2,yes,Neutral,2
VO,Room2,yes,Neutral,2
WA,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
NN,Room2,yes,Happy,1
BU,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
SS,Room2,yes,Sad,2
AL,Room2,yes,Neutral,3
AL,Room2,yes,Neutral,3
UP,Room2,yes,Neutral,1
DO,Room2,yes,Happy,2
EG,Room2,yes,Neutral,3
BT,Room2,yes,Sad,1
DO,Room2,yes,Happy,2
EG,Room2,yes,Happy,3
LB,Room2,yes,Happy,1
RO,Room2,yes,Happy,3
JE,Room2,yes,Neutral,3
LG,Room2,yes,Neutral,3
BU,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
NN,Room2,yes,Sad,1
,Room2,yes,Happy,
LG,Room2,yes,Neutral,3
ME,Room2,yes,Neutral,1
ED,Room2,yes,Happy,1
RO,Room2,yes,Sad,3
LI,Room2,yes,Happy,1
WA,Room2,yes,Neutral,3
DU,Room2,yes,Happy,3
LG,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
AL,Room2,yes,Sad,3
PW,Room2,yes,Sad,1
MA,Room2,yes,Happy,3
UP,Room2,yes,Sad,1
BT,Room2,yes,Sad,1
SS,Room2,yes,Sad,2
LB,Room2,yes,Happy,1
CN,Room2,yes,Happy,2
H0,Room2,yes,Sad,H0
NN,Room2,yes,Sad,1
CL,Room2,yes,Neutral,2
CL,Room2,yes,Happy,2
NO,Room2,yes,Happy,3
EG,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Neutral,H0
LG,Room2,yes,Neutral,3
BE,Room2,yes,Happy,3
LB,Room2,yes,Neutral,1
H0,Room2,yes,Sad,H0
LB,Room2,yes,Neutral,1
EG,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Sad,H0
H0,Room2,yes,Neutral,H0
S1,Room2,yes,Happy,S1
BU,Room2,yes,Neutral,3
CH,Room2,yes,Happy,3
LB,Room2,yes,Happy,1
BT,Room2,yes,Sad,1
AL,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
RG,Room2,yes,Happy,2
WC,Room2,yes,Happy,2
AR,Room2,yes,Happy,2
UP,Room2,yes,Sad,1
PO,Room2,yes,Happy,3
WT,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
JE,Room2,yes,Sad,3
CL,Room2,yes,Sad,2
BT,Room2,yes,Happy,1
HE,Room2,yes,Sad,2
H0,Room2,yes,Happy,H0
W1,Room2,yes,Happy,W1
S1,Room2,yes,Neutral,S1
LG,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
LI,Room2,yes,Happy,1
RM,Room2,yes,Happy,3
WT,Room2,yes,Neutral,1
DA,Room2,yes,Sad,3
LG,Room2,yes,Sad,3
KI,Room2,yes,Neutral,3
AL,Room2,yes,Sad,3
CB,Room2,yes,Happy,2
W1,Room2,yes,Happy,W1
DA,Room2,yes,Neutral,3
BR,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
IN,Room2,yes,Sad,3
S1,Room2,yes,Happy,S1
DA,Room2,yes,Happy,3
ME,Room2,yes,Neutral,1
RS,Room2,yes,Sad,3
BR,Room2,yes,Happy,2
HE,Room2,yes,Sad,2
BZ,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
ED,Room2,yes,Sad,1
RO,Room2,yes,Sad,3
LB,Room2,yes,Happy,1
WA,Room2,yes,Neutral,3
AL,Room2,yes,Happy,3
S1,Room2,yes,Sad,S1
CL,Room2,yes,Neutral,2
LV,Room2,yes,Neutral,2
MC,Room2,yes,Sad,2
S1,Room2,yes,Sad,S1
H0,Room2,yes,Happy,H0
CL,Room2,yes,Sad,2
WT,Room2,yes,Sad,1
H0,Room2,yes,Happy,H0
MT,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
NN,Room2,yes,Happy,1
AU,Room2,yes,Neutral,2
AL,Room2,yes,Sad,3
NO,Room2,yes,Neutral,3
RO,Room2,yes,Happy,3
S1,Room2,yes,Neutral,S1
AI,Room2,yes,Happy,3
GA,Room2,yes,Sad,2
S1,Room2,yes,Sad,S1
EG,Room2,yes,Neutral,3
BT,Room2,yes,Happy,1
ME,Room2,yes,Neutral,1
H0,Room2,yes,Neutral,H0
PW,Room2,yes,Happy,1
LV,Room2,yes,Neutral,2
BU,Room2,yes,Sad,3
UP,Room2,yes,Neutral,1
BZ,Room2,yes,Happy,3
RG,Room2,yes,Sad,2
BA,Room2,yes,Sad,2
BZ,Room2,yes,Happy,3
RG,Room2,yes,Sad,2
LO,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
JE,Room2,yes,Sad,3
RG,Room2,yes,Neutral,2
RO,Room2,yes,Happy,3
MM,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
BU,Room2,yes,Neutral,3
LO,Room2,yes,Sad,3
,Room2,yes,Sad,
,Room2,yes,Sad,
DU,Room2,yes,Sad,3
WT,Room2,yes,Neutral,1
OR,Room2,yes,Happy,3
,Room2,yes,Neutral,
,Room2,yes,Happy,
AU,Room2,yes,Sad,2
BT,Room2,yes,Happy,1
LI,Room2,yes,Happy,1
BU,Room2,yes,Sad,3
EG,Room2,yes,Neutral,3
H0,Room2,yes,Neutral,H0
JE,Room2,yes,Happy,3
LG,Room2,yes,Neutral,3
GR,Room2,yes,Sad,2
AV,Room2,yes,Happy,2
PW,Room2,yes,Sad,1
AL,Room2,yes,Happy,3
S1,Room2,yes,Neutral,S1
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Sad,H0
NO,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
LG,Room2,yes,Sad,3
BT,Room2,yes,Sad,1
H0,Room2,yes,Happy,H0
LI,Room2,yes,Neutral,1
RM,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
S1,Room2,yes,Neutral,S1
S1,Room2,yes,Sad,S1
H0,Room2,yes,Happy,H0
ED,Room2,yes,Sad,1
S1,Room2,yes,Happy,S1
PW,Room2,yes,Happy,1
WR,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
LB,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
BU,Room2,yes,Sad,3
RG,Room2,yes,Happy,2
CL,Room2,yes,Neutral,2
H0,Room2,yes,Sad,H0
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
BU,Room2,yes,Sad,3
H0,Room2,yes,Neutral,H0
NN,Room2,yes,Neutral,1
W1,Room2,yes,Happy,W1
H0,Room2,yes,Sad,H0
S1,Room2,yes,Sad,S1
HE,Room2,yes,Sad,2
HE,Room2,yes,Happy,2
LI,Room2,yes,Sad,1
H0,Room2,yes,Neutral,H0
BE,Room2,yes,Happy,3
NO,Room2,yes,Sad,3
AL,Room2,yes,Neutral,3
MT,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
LI,Room2,yes,Sad,1
AL,Room2,yes,Happy,3
OR,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
UP,Room2,yes,Sad,1
ME,Room2,yes,Sad,1
BL,Room2,yes,Sad,3
W1,Room2,yes,Neutral,W1
S1,Room2,yes,Neutral,S1
NN,Room2,yes,Sad,1
BU,Room2,yes,Neutral,3
S1,Room2,yes,Happy,S1
LV,Room2,yes,Happy,2
S1,Room2,yes,Sad,S1
PW,Room2,yes,Sad,1
RO,Room2,yes,Neutral,3
BZ,Room2,yes,Happy,3
IN,Room2,yes,Sad,3
ME,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Sad,H0
WA,Room2,yes,Happy,3
SO,Room2,yes,Neutral,2
LG,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
CB,Room2,yes,Happy,2
NN,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
CO,Room2,yes,Sad,2
ME,Room2,yes,Happy,1
BZ,Room2,yes,Happy,3
BZ,Room2,yes,Happy,3
RS,Room2,yes,Neutral,3
EG,Room2,yes,Happy,3
EG,Room2,yes,Happy,3
UP,Room2,yes,Neutral,1
LG,Room2,yes,Sad,3
S1,Room2,yes,Neutral,S1
S1,Room2,yes,Sad,S1
LB,Room2,yes,Happy,1
BA,Room2,yes,Happy,2
S1,Room2,yes,Happy,S1
LB,Room2,yes,Neutral,1
H0,Room2,yes,Neutral,H0
DA,Room2,yes,Sad,3
EG,Room2,yes,Neutral,3
BE,Room2,yes,Happy,3
S1,Room2,yes,Happy,S1
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
ED,Room2,yes,Sad,1
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Sad,H0
IN,Room2,yes,Sad,3
LB,Room2,yes,Sad,1
H0,Room2,yes,Happy,H0
LO,Room2,yes,Happy,3
BU,Room2,yes,Happy,3
WT,Room2,yes,Sad,1
VO,Room2,yes,Happy,2
ME,Room2,yes,Sad,1
EG,Room2,yes,Sad,3
BU,Room2,yes,Sad,3
S1,Room2,yes,Happy,S1
CH,Room2,yes,Neutral,3
UP,Room2,yes,Sad,1
S1,Room2,yes,Sad,S1
H0,Room2,yes,Neutral,H0
HU,Room2,yes,Happy,3
HU,Room2,yes,Neutral,3
HU,Room2,yes,Sad,3
EG,Room2,yes,Happy,3
BA,Room2,yes,Neutral,2
KI,Room2,yes,Sad,3
H0,Room2,yes,Neutral,H0
EG,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
W1,Room2,yes,Happy,W1
NN,Room2,yes,Sad,1
DU,Room2,yes,Neutral,3
BZ,Room2,yes,Neutral,3
AL,Room2,yes,Happy,3
BU,Room2,yes,Happy,3
NN,Room2,yes,Sad,1
MA,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
TO,Room2,yes,Neutral,2
EG,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
WA,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
UP,Room2,yes,Happy,1
S1,Room2,yes,Sad,S1
LG,Room2,yes,Neutral,3
H0,Room2,yes,Neutral,H0
EG,Room2,yes,Happy,3
UP,Room2,yes,Happy,1
LG,Room2,yes,Neutral,3
LI,Room2,yes,Happy,1
BU,Room2,yes,Neutral,3
ME,Room2,yes,Happy,1
BL,Room2,yes,Neutral,3
BT,Room2,yes,Sad,1
S1,Room2,yes,Neutral,S1
H0,Room2,yes,Happy,H0
S1,Room2,yes,Sad,S1
ED,Room2,yes,Happy,1
W1,Room2,yes,Neutral,W1
ME,Room2,yes,Sad,1
NN,Room2,yes,Sad,1
TO,Room2,yes,Happy,2
RO,Room2,yes,Neutral,3
NO,Room2,yes,Neutral,3
BL,Room2,yes,Happy,3
S1,Room2,yes,Happy,S1
H0,Room2,yes,Happy,H0
AL,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
ED,Room2,yes,Neutral,1
BZ,Room2,yes,Neutral,3
WA,Room2,yes,Happy,3
LG,Room2,yes,Sad,3
PW,Room2,yes,Happy,1
RO,Room2,yes,Sad,3
PW,Room2,yes,Happy,1
WB,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Happy,H0
LO,Room2,yes,Happy,3
RG,Room2,yes,Sad,2
WT,Room2,yes,Sad,1
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
ED,Room2,yes,Neutral,1
MT,Room2,yes,Happy,3
TO,Room2,yes,Sad,2
S1,Room2,yes,Happy,S1
ME,Room2,yes,Sad,1
UP,Room2,yes,Happy,1
AL,Room2,yes,Happy,3
WB,Room2,yes,Happy,3
LI,Room2,yes,Happy,1
WA,Room2,yes,Sad,3
S1,Room2,yes,Neutral,S1
S1,Room2,yes,Happy,S1
LV,Room2,yes,Sad,2
AI,Room2,yes,Neutral,3
EG,Room2,yes,Happy,3
W1,Room2,yes,Happy,W1
HE,Room2,yes,Happy,2
BT,Room2,yes,Happy,1
AV,Room2,yes,Neutral,2
H0,Room2,yes,Sad,H0
EG,Room2,yes,Sad,3
WT,Room2,yes,Happy,1
BE,Room2,yes,Happy,3
ED,Room2,yes,Sad,1
WT,Room2,yes,Sad,1
LG,Room2,yes,Happy,3
BE,Room2,yes,Happy,3
RG,Room2,yes,Sad,2
JE,Room2,yes,Happy,3
DA,Room2,yes,Happy,3
WT,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
DA,Room2,yes,Happy,3
LI,Room2,yes,Happy,1
AL,Room2,yes,Sad,3
BT,Room2,yes,Sad,1
DO,Room2,yes,Happy,2
IN,Room2,yes,Sad,3
H0,Room2,no,Sad,H0
DA,Room2,no,Sad,3
H0,Room2,no,Happy,H0
BT,Room2,no,Sad,1
BE,Room2,no,Happy,3
S1,Room2,no,Neutral,S1
H0,Room2,no,Sad,H0
LB,Room2,no,Sad,1
BL,Room2,no,Happy,3
S1,Room2,no,Sad,S1
H0,Room2,no,Happy,H0
BT,Room2,no,Happy,1
WT,Room2,no,Happy,1
RM,Room2,no,Sad,3
H0,Room2,no,Happy,H0
H0,Room2,no,Happy,H0
S1,Room2,no,Neutral,S1
WT,Room2,no,Neutral,1
S1,Room2,no,Sad,S1
S1,Room2,no,Sad,S1
H0,Room2,no,Sad,H0
H0,Room2,no,Happy,H0
RO,Room2,no,Neutral,3
UP,Room2,no,Sad,1
OR,Room2,no,Happy,3
H0,Room2,no,Neutral,H0
H0,Room2,no,Happy,H0
BT,Room2,no,Sad,1
S1,Room2,no,Happy,S1
LI,Room2,no,Sad,1
EG,Room2,no,Happy,3
H0,Room2,no,Neutral,H0
S1,Room2,no,Neutral,S1
LG,Room2,no,Sad,3
WT,Room2,no,Sad,1
DA,Room2,no,Sad,3
MC,Room2,no,Neutral,2
EG,Room2,no,Sad,3
ED,Room2,no,Happy,1
H0,Room2,no,Happy,H0
BZ,Room2,no,Happy,3
HE,Room2,no,Neutral,2
H0,Room2,no,Happy,H0
LG,Room2,no,Sad,3
RS,Room2,no,Neutral,3
S1,Room2,no,Happy,S1
JE,Room2,no,Neutral,3
NO,Room2,no,Neutral,3
PW,Room2,no,Neutral,1
BU,Room2,no,Neutral,3
HU,Room2,no,Sad,3
MC,Room2,no,Neutral,2
RS,Room2,no,Sad,3
EG,Room2,no,Sad,3
LG,Room2,no,Happy,3
EG,Room2,no,Sad,3
CL,Room2,no,Sad,2
S1,Room2,no,Sad,S1
BE,Room2,no,Neutral,3
CN,Room2,no,Happy,2
BZ,Room2,no,Happy,3
LI,Room2,no,Sad,1
H0,Room2,no,Sad,H0
S1,Room2,no,Neutral,S1
S1,Room2,no,Happy,S1
LO,Room2,no,Neutral,3
ED,Room2,no,Happy,1
H0,Room2,no,Sad,H0
H0,Room2,no,Neutral,H0
LB,Room2,no,Sad,1
H0,Room2,no,Happy,H0
BU,Room2,no,Neutral,3
AV,Room2,no,Neutral,2
EG,Room2,no,Neutral,3
DA,Room2,no,Sad,3
S1,Room2,no,Happy,S1
BT,Room2,no,Neutral,1
MA,Room2,no,Neutral,3
HU,Room2,no,Sad,3
NP,Room2,no,Happy,2
H0,Room2,no,Sad,H0
LI,Room2,no,Sad,1
LI,Room2,no,Neutral,1
WT,Room2,no,Neutral,1
AR,Room2,no,Sad,2
RG,Room2,no,Sad,2
S1,Room2,no,Sad,S1
LB,Room2,no,Sad,1
S1,Room2,no,Neutral,S1
JE,Room2,no,Neutral,3
H0,Room2,no,Sad,H0
AI,Room2,no,Sad,3
H0,Room2,no,Sad,H0
UP,Room2,no,Sad,1
PO,Room2,no,Neutral,3
EG,Room2,no,Sad,3
EG,Room2,no,Neutral,3
JE,Room2,no,Happy,3
S1,Room2,no,Happy,S1
S1,Room2,no,Sad,S1
CH,Room2,no,Happy,3
JE,Room2,no,Sad,3
JE,Room2,no,Sad,3
NN,Room2,no,Sad,1
MA,Room2,no,Sad,3
H0,Room2,no,Sad,H0
GG,Room2,no,Sad,2
UP,Room2,no,Sad,1
MT,Room2,no,Neutral,3
AI,Room2,no,Sad,3
JE,Room2,no,Happy,3
WC,Room2,no,Sad,2
AI,Room2,no,Sad,3
AI,Room2,no,Sad,3
LV,Room2,no,Happy,2
JE,Room2,no,Neutral,3
EG,Room2,no,Neutral,3
S1,Room2,no,Sad,S1
GM,Room2,no,Happy,2
JE,Room2,no,Happy,3
S1,Room2,no,Sad,S1
AI,Room2,no,Neutral,3
WA,Room2,no,Sad,3
ED,Room2,no,Sad,1
AI,Room2,no,Sad,3
AI,Room2,no,Happy,3
AI,Room2,no,Sad,3
SC,Room2,no,Happy,2
S1,Room2,no,Neutral,S1
H0,Room2,no,Neutral,H0
LO,Room2,no,Neutral,3
BU,Room2,no,Neutral,3
BU,Room2,no,Neutral,3
BU,Room2,no,Sad,3
WB,Room2,no,Happy,3
IN,Room2,no,Happy,3
S1,Room2,no,Happy,S1
JE,Room2,no,Neutral,3
UP,Room2,no,Sad,1
LO,Room2,no,Neutral,3
S1,Room2,no,Sad,S1
AI,Room2,no,Happy,3
JE,Room2,no,Sad,3
H0,Room2,no,Neutral,H0
JE,Room2,no,Neutral,3
H0,Room2,no,Sad,H0
EG,Room2,no,Happy,3
CH,Room2,no,Happy,3
WY,Room2,no,Sad,2
ME,Room2,no,Sad,1
JE,Room2,no,Neutral,3
UP,Room2,no,Neutral,1
WT,Room2,no,Happy,1
BT,Room2,no,Sad,1
BZ,Room2,no,Sad,3
WC,Room2,no,Sad,2
AI,Room2,no,Happy,3
BZ,Room2,no,Neutral,3
LO,Room2,no,Sad,3
EG,Room2,no,Neutral,3
UP,Room2,no,Neutral,1
UP,Room2,no,Neutral,1
AI,Room2,no,Sad,3
DA,Room2,no,Neutral,3
AI,Room2,no,Neutral,3
LB,Room2,no,Happy,1
S1,Room2,no,Neutral,S1
H0,Room2,no,Neutral,H0
MM,Room2,no,Sad,3
LI,Room2,no,Neutral,1
UP,Room2,no,Neutral,1
H0,Room2,no,Sad,H0
S1,Room2,no,Happy,S1
H0,Room2,no,Sad,H0
EG,Room2,no,Neutral,3
BL,Room2,no,Sad,3
BT,Room2,no,Sad,1
CL,Room2,no,Happy,2
BT,Room2,no,Sad,1
H0,Room2,no,Sad,H0
W1,Room2,no,Happy,W1
BZ,Room2,no,Happy,3
H0,Room2,no,Happy,H0
RS,Room2,no,Happy,3
DA,Room2,no,Happy,3
BT,Room2,no,Neutral,1
BZ,Room2,no,Sad,3
JE,Room2,no,Neutral,3
AU,Room2,no,Happy,2
LI,Room2,no,Happy,1
IN,Room2,yes,Neutral,3
CN,Room2,yes,Neutral,2
WY,Room2,no,Happy,2
AL,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
AI,Room2,no,Neutral,3
BP,Room2,yes,Neutral,2
H0,Room2,yes,Happy,H0
RO,Room2,no,Neutral,3
ME,Room2,yes,Happy,1
H0,Room2,yes,Neutral,H0
EG,Room2,yes,Happy,3
EG,Room2,yes,Sad,3
IN,Room2,yes,Happy,3
RO,Room2,no,Neutral,3
LG,Room2,yes,Happy,3
NN,Room2,yes,Neutral,1
JE,Room2,no,Happy,3
BL,Room2,no,Sad,3
PO,Room2,yes,Sad,3
PO,Room2,yes,Sad,3
PO,Room2,yes,Sad,3
BR,Room2,yes,Sad,2
AL,Room2,yes,Neutral,3
RO,Room2,no,Happy,3
WC,Room2,no,Neutral,2
LI,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
GM,Room2,no,Sad,2
GM,Room2,no,Neutral,2
CB,Room2,no,Happy,2
AV,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
OR,Room2,yes,Neutral,3
BU,Room2,yes,Sad,3
ED,Room2,yes,Neutral,1
S1,Room2,yes,Sad,S1
WT,Room2,yes,Happy,1
LG,Room2,yes,Happy,3
BT,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
BZ,Room2,no,Happy,3
CH,Room2,no,Neutral,3
WT,Room2,yes,Sad,1
S1,Room2,yes,Sad,S1
BU,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
